incident_id,speed_kmh,vehicle_age_years,vehicle_value_inr,occupants,airbag_deployed,collision_type,road_condition,weather,vehicle_type,insurance_type,seatbelt_worn,previous_accidents,driver_age,tyre_condition,collision_enc,road_enc,weather_enc,vehicle_type_enc,tyre_enc,damage_severity,parts_damaged,repair_cost_inr
758,68,14,2146198,3,1,Rear-end,Dry,Rain,Hatchback,Comprehensive,1,4,60,Good,1.0,1.0,1.25,0.85,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",383300
998,121,19,2481906,2,1,Pole,Dry,Clear,SUV,Comprehensive,0,4,27,Worn,1.5,1.0,1.0,1.3,1.15,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1346100
25,63,3,2621046,3,1,Head-on,Dry,Rain,Hatchback,Comprehensive,0,3,43,Worn,1.8,1.0,1.25,0.85,1.15,Severe,"Bumper, Hood, Headlights/Taillights, Radiator",814900
468,131,7,2745840,1,1,Rear-end,Dry,Clear,Hatchback,None,1,4,25,Good,1.0,1.0,1.0,0.85,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",532500
540,87,7,1171877,3,1,Rollover,Dry,Clear,Sedan,None,0,3,46,Good,2.2,1.0,1.0,1.0,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",676600
532,59,6,568854,5,1,Head-on,Dry,Rain,Hatchback,Comprehensive,1,4,43,Bald,1.8,1.0,1.25,0.85,1.35,Moderate,"Bumper, Hood, Headlights/Taillights, Radiator",484900
619,38,0,2002159,1,0,Side,Dry,Clear,SUV,Third-party,0,0,19,Worn,1.3,1.0,1.0,1.3,1.15,Moderate,"Bumper, Door Panel",404000
695,99,18,2378808,4,1,Side,Dry,Fog,Two-wheeler,Comprehensive,1,2,20,Good,1.3,1.0,1.15,0.6,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",429700
927,12,19,811603,5,0,Rear-end,Wet,Clear,Sedan,None,1,0,54,Good,1.0,1.3,1.0,1.0,1.0,Minor,Bumper,157300
339,93,13,2473408,4,1,Rear-end,Dry,Clear,SUV,Comprehensive,1,3,47,Bald,1.0,1.0,1.0,1.3,1.35,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",774300
52,108,0,735684,1,1,Rear-end,Wet,Rain,SUV,Comprehensive,1,4,45,Good,1.0,1.3,1.25,1.3,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",716100
508,138,14,2928263,5,1,Head-on,Dry,Clear,SUV,Comprehensive,1,4,35,Good,1.8,1.0,1.0,1.3,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1614700
517,123,11,743945,4,1,Rear-end,Icy,Rain,Truck,Comprehensive,0,0,55,Good,1.0,1.8,1.25,1.5,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1414200
921,128,4,2229341,4,1,Rollover,Dry,Clear,Sedan,Comprehensive,1,4,38,Good,2.2,1.0,1.0,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1185800
782,18,16,2964496,5,0,Head-on,Wet,Rain,Hatchback,Third-party,1,4,35,Good,1.8,1.3,1.25,0.85,1.0,Minor,Bumper,788500
265,118,0,2452299,4,1,Head-on,Dry,Rain,Sedan,Comprehensive,1,2,40,Good,1.8,1.0,1.25,1.0,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1134200
818,80,3,1849420,5,1,Head-on,Gravel,Snow,Sedan,Comprehensive,0,3,22,Good,1.8,1.2,1.4,1.0,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",1065200
711,83,14,585711,1,1,Side,Dry,Snow,Sedan,Third-party,0,4,45,Worn,1.3,1.0,1.4,1.0,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",590600
683,63,12,1558870,3,1,Rollover,Dry,Clear,Sedan,Comprehensive,0,2,45,Good,2.2,1.0,1.0,1.0,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",652600
833,51,0,2663040,1,1,Head-on,Dry,Clear,Truck,Comprehensive,0,3,54,Good,1.8,1.0,1.0,1.5,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",881000
519,122,17,321253,3,1,Rollover,Dry,Clear,Sedan,None,1,4,31,Good,2.2,1.0,1.0,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",911000
448,87,5,2646582,5,1,Head-on,Dry,Clear,Sedan,Comprehensive,1,3,58,Good,1.8,1.0,1.0,1.0,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",734000
19,134,3,1164645,4,1,Side,Wet,Snow,Truck,Comprehensive,1,3,49,Good,1.3,1.3,1.4,1.5,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1713900
716,74,16,2325739,4,1,Rear-end,Wet,Fog,Hatchback,Comprehensive,1,3,48,Good,1.0,1.3,1.15,0.85,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",487600
484,51,17,2490421,5,1,Side,Dry,Rain,Truck,Comprehensive,1,1,44,Good,1.3,1.0,1.25,1.5,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",796500
569,54,4,694341,5,1,Side,Dry,Fog,Hatchback,Comprehensive,1,1,69,Good,1.3,1.0,1.15,0.85,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",178400
434,43,9,2314410,3,1,Pole,Gravel,Clear,SUV,Third-party,0,2,52,Worn,1.5,1.2,1.0,1.3,1.15,Moderate,"Bumper, Hood, Headlights/Taillights",785100
368,84,5,2039461,1,1,Pole,Wet,Clear,Two-wheeler,Third-party,0,3,24,Worn,1.5,1.3,1.0,0.6,1.15,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",530500
84,37,7,1002436,1,0,Head-on,Wet,Clear,Two-wheeler,Comprehensive,1,2,28,Good,1.8,1.3,1.0,0.6,1.0,Moderate,"Bumper, Hood",210000
62,99,11,1227460,2,1,Rear-end,Dry,Rain,Sedan,Third-party,1,0,32,Good,1.0,1.0,1.25,1.0,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",443200
639,51,19,743316,1,1,Side,Dry,Rain,SUV,Comprehensive,1,3,54,Good,1.3,1.0,1.25,1.3,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",440200
273,43,3,1733441,2,1,Side,Icy,Rain,Two-wheeler,Comprehensive,1,0,57,Worn,1.3,1.8,1.25,0.6,1.15,Moderate,"Bumper, Door Panel, Headlights/Taillights",467900
286,96,3,816409,2,1,Head-on,Dry,Clear,Sedan,Comprehensive,1,4,55,Worn,1.8,1.0,1.0,1.0,1.15,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",612000
361,38,4,816595,1,0,Pole,Wet,Rain,Truck,Comprehensive,1,2,65,Bald,1.5,1.3,1.25,1.5,1.35,Moderate,"Bumper, Hood",567600
355,37,2,1039290,5,0,Side,Dry,Clear,Truck,Third-party,0,0,56,Good,1.3,1.0,1.0,1.5,1.0,Moderate,"Bumper, Door Panel",228500
457,74,7,1508948,3,1,Rollover,Gravel,Clear,SUV,Third-party,0,1,55,Good,2.2,1.2,1.0,1.3,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",992100
279,139,18,1416271,4,1,Head-on,Dry,Fog,Sedan,None,1,4,40,Good,1.8,1.0,1.15,1.0,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1197500
13,108,13,1557100,4,1,Side,Icy,Clear,Sedan,Comprehensive,1,0,70,Bald,1.3,1.8,1.0,1.0,1.35,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1301100
183,108,1,1418095,2,1,Side,Dry,Clear,Truck,Comprehensive,0,2,49,Worn,1.3,1.0,1.0,1.5,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",893000
369,6,14,2450224,2,1,Rollover,Dry,Clear,Sedan,Comprehensive,1,2,67,Good,2.2,1.0,1.0,1.0,1.0,Minor,Minor scratches,625600
882,29,4,2302348,4,0,Pole,Dry,Clear,SUV,Third-party,1,3,53,Bald,1.5,1.0,1.0,1.3,1.35,Minor,"Bumper, Hood",603900
616,16,4,1816450,1,0,Side,Dry,Clear,SUV,Comprehensive,1,0,63,Good,1.3,1.0,1.0,1.3,1.0,Minor,Bumper,269300
224,119,8,644710,2,1,Side,Wet,Rain,Hatchback,Third-party,1,0,26,Good,1.3,1.3,1.25,0.85,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",657500
573,83,3,1096184,4,1,Side,Gravel,Rain,SUV,Third-party,0,0,20,Good,1.3,1.2,1.25,1.3,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",745300
971,63,13,2644351,2,1,Rear-end,Dry,Clear,Sedan,Comprehensive,1,3,25,Good,1.0,1.0,1.0,1.0,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",380000
654,22,10,2862605,4,0,Head-on,Gravel,Rain,Sedan,Comprehensive,1,1,20,Worn,1.8,1.2,1.25,1.0,1.15,Minor,Bumper,865500
546,8,3,828423,4,0,Rollover,Gravel,Snow,Truck,Comprehensive,0,2,19,Bald,2.2,1.2,1.4,1.5,1.35,Minor,Minor scratches,713900
583,136,11,1327557,5,1,Head-on,Dry,Snow,SUV,Third-party,0,0,44,Bald,1.8,1.0,1.4,1.3,1.35,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",2302600
634,40,17,2976517,1,0,Rear-end,Dry,Clear,SUV,Comprehensive,1,3,18,Worn,1.0,1.0,1.0,1.3,1.15,Moderate,"Bumper, Door Panel",526200
177,94,10,1303171,1,1,Head-on,Dry,Rain,Sedan,Comprehensive,1,2,65,Worn,1.8,1.0,1.25,1.0,1.15,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",926600
666,17,3,763001,5,0,Head-on,Icy,Rain,SUV,None,0,4,57,Worn,1.8,1.8,1.25,1.3,1.15,Minor,Bumper,595300
674,115,4,1241768,4,1,Rear-end,Dry,Clear,Sedan,Third-party,1,2,30,Good,1.0,1.0,1.0,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",418500
586,88,4,2296170,3,1,Head-on,Icy,Clear,Two-wheeler,Comprehensive,0,2,54,Good,1.8,1.8,1.0,0.6,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",773000
874,79,0,1991870,5,1,Rear-end,Icy,Clear,Sedan,Third-party,0,1,56,Good,1.0,1.8,1.0,1.0,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",591700
394,139,14,2011672,3,1,Side,Gravel,Clear,Hatchback,Comprehensive,1,3,60,Good,1.3,1.2,1.0,0.85,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",827700
164,57,4,2545854,1,1,Side,Icy,Clear,Hatchback,None,0,4,36,Good,1.3,1.8,1.0,0.85,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights, Radiator",692000
249,41,16,2284117,4,1,Head-on,Wet,Snow,SUV,Third-party,1,4,35,Worn,1.8,1.3,1.4,1.3,1.15,Moderate,"Bumper, Hood, Headlights/Taillights",1606200
635,5,11,412782,1,0,Rear-end,Dry,Snow,Hatchback,Comprehensive,1,2,32,Bald,1.0,1.0,1.4,0.85,1.35,Minor,Minor scratches,125800
886,118,5,860315,5,1,Side,Wet,Clear,Hatchback,Comprehensive,0,1,46,Good,1.3,1.3,1.0,0.85,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",562200
670,113,15,815693,3,1,Rear-end,Dry,Fog,SUV,Third-party,1,2,45,Worn,1.0,1.0,1.15,1.3,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",649100
376,71,11,2681732,2,1,Head-on,Wet,Clear,Sedan,Comprehensive,1,1,55,Good,1.8,1.3,1.0,1.0,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",907500
413,117,17,570040,2,1,Pole,Dry,Rain,Sedan,None,1,0,31,Good,1.5,1.0,1.25,1.0,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",728400
75,93,11,1338199,3,1,Side,Dry,Rain,Hatchback,Third-party,0,1,37,Worn,1.3,1.0,1.25,0.85,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",569500
114,33,13,1544289,2,0,Rear-end,Dry,Clear,Hatchback,Third-party,1,0,38,Bald,1.0,1.0,1.0,0.85,1.35,Moderate,"Bumper, Door Panel",193700
599,136,16,1439929,1,1,Rear-end,Icy,Fog,Sedan,Comprehensive,1,3,58,Good,1.0,1.8,1.15,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1134500
962,9,11,1983523,5,0,Rear-end,Dry,Clear,Truck,Comprehensive,0,2,23,Worn,1.0,1.0,1.0,1.5,1.15,Minor,Minor scratches,383000
391,94,2,2938509,4,1,Side,Gravel,Rain,Sedan,Comprehensive,1,3,19,Good,1.3,1.2,1.25,1.0,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",920700
105,19,17,1117052,5,0,Rear-end,Dry,Clear,Hatchback,Comprehensive,1,1,62,Worn,1.0,1.0,1.0,0.85,1.15,Minor,Bumper,130500
115,40,2,742939,2,0,Rear-end,Wet,Fog,Sedan,Third-party,0,1,60,Good,1.0,1.3,1.15,1.0,1.0,Moderate,"Bumper, Door Panel",136700
418,23,10,2664643,5,0,Side,Wet,Rain,SUV,Comprehensive,1,3,25,Worn,1.3,1.3,1.25,1.3,1.15,Minor,Bumper,873200
526,63,3,1158379,4,1,Pole,Dry,Clear,Hatchback,Comprehensive,1,3,67,Good,1.5,1.0,1.0,0.85,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator",276100
458,23,10,391006,4,0,Rollover,Dry,Clear,Sedan,Comprehensive,1,3,52,Good,2.2,1.0,1.0,1.0,1.0,Minor,Bumper,170400
410,109,16,2916501,1,1,Rear-end,Dry,Clear,Hatchback,None,1,2,57,Good,1.0,1.0,1.0,0.85,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",453000
93,52,6,1633140,2,1,Head-on,Wet,Fog,SUV,Comprehensive,1,1,50,Good,1.8,1.3,1.15,1.3,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",840400
931,76,6,1784209,5,1,Head-on,Dry,Clear,Sedan,Comprehensive,1,1,39,Worn,1.8,1.0,1.0,1.0,1.15,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",680500
90,76,14,763547,1,1,Rollover,Gravel,Clear,SUV,Comprehensive,1,4,65,Good,2.2,1.2,1.0,1.3,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",878800
337,122,10,961616,2,1,Head-on,Wet,Clear,Truck,Third-party,1,3,25,Good,1.8,1.3,1.0,1.5,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1569700
989,89,9,2067858,2,1,Side,Wet,Snow,Sedan,Comprehensive,1,4,33,Good,1.3,1.3,1.4,1.0,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",962000
922,91,19,1527146,4,1,Rear-end,Dry,Fog,Sedan,Third-party,1,2,52,Good,1.0,1.0,1.15,1.0,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",430900
934,55,15,2758042,2,1,Rear-end,Dry,Clear,Two-wheeler,Comprehensive,1,2,47,Good,1.0,1.0,1.0,0.6,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",217900
606,126,19,1524744,1,1,Rear-end,Wet,Rain,SUV,Comprehensive,1,3,26,Worn,1.0,1.3,1.25,1.3,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1245800
594,115,4,833634,2,1,Rollover,Dry,Clear,Truck,Comprehensive,0,0,43,Good,2.2,1.0,1.0,1.5,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1245000
612,26,19,2584139,1,0,Rollover,Wet,Fog,SUV,Third-party,1,4,32,Good,2.2,1.3,1.15,1.3,1.0,Minor,"Bumper, Door Panel",1263500
95,41,20,1993439,2,1,Rear-end,Wet,Fog,Sedan,Comprehensive,1,1,20,Worn,1.0,1.3,1.15,1.0,1.15,Moderate,"Bumper, Door Panel, Headlights/Taillights",511300
12,104,20,2622523,5,1,Head-on,Dry,Clear,SUV,None,1,4,42,Good,1.8,1.0,1.0,1.3,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1262100
397,79,16,2704899,3,1,Side,Dry,Clear,SUV,Third-party,0,0,30,Good,1.3,1.0,1.0,1.3,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",733600
534,99,18,2287118,3,1,Rear-end,Wet,Clear,Sedan,Comprehensive,1,3,29,Good,1.0,1.3,1.0,1.0,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",605300
44,134,1,1927687,4,1,Head-on,Dry,Rain,SUV,Third-party,1,1,62,Bald,1.8,1.0,1.25,1.3,1.35,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",2127300
43,57,10,2890310,2,1,Head-on,Dry,Snow,Hatchback,Comprehensive,1,1,26,Good,1.8,1.0,1.4,0.85,1.0,Moderate,"Bumper, Hood, Headlights/Taillights, Radiator",777000
330,133,6,743031,4,1,Rear-end,Dry,Rain,SUV,Comprehensive,1,2,56,Good,1.0,1.0,1.25,1.3,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",714400
168,28,13,745377,4,0,Head-on,Gravel,Rain,Sedan,Third-party,0,4,22,Good,1.8,1.2,1.25,1.0,1.0,Minor,"Bumper, Hood",400700
498,126,17,1165139,2,1,Head-on,Dry,Snow,Two-wheeler,None,0,0,25,Good,1.8,1.0,1.4,0.6,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",733500
877,139,6,772501,2,1,Rear-end,Dry,Clear,Truck,Third-party,1,1,52,Good,1.0,1.0,1.0,1.5,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",724100
598,12,4,729332,1,0,Rollover,Wet,Clear,Two-wheeler,Third-party,1,3,31,Good,2.2,1.3,1.0,0.6,1.0,Minor,Bumper,161700
757,44,20,1334586,4,1,Side,Wet,Clear,Sedan,Comprehensive,1,1,40,Good,1.3,1.3,1.0,1.0,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",393000
101,5,8,525019,5,0,Head-on,Icy,Clear,Sedan,Third-party,1,1,61,Bald,1.8,1.8,1.0,1.0,1.35,Minor,Minor scratches,286300
427,121,16,1133731,2,1,Rear-end,Wet,Fog,Sedan,Comprehensive,1,4,33,Worn,1.0,1.3,1.15,1.0,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",794100
179,56,6,1670485,2,1,Head-on,Icy,Clear,Hatchback,Comprehensive,1,0,32,Worn,1.8,1.8,1.0,0.85,1.15,Moderate,"Bumper, Hood, Headlights/Taillights, Radiator",820800
445,126,19,1762436,4,1,Head-on,Gravel,Rain,SUV,Comprehensive,0,1,48,Good,1.8,1.2,1.25,1.3,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1877800
417,90,5,1444620,3,1,Rear-end,Icy,Clear,Truck,Third-party,1,3,66,Bald,1.0,1.8,1.0,1.5,1.35,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",1222500
871,67,2,2041373,1,1,Rear-end,Dry,Clear,Hatchback,Comprehensive,1,2,47,Good,1.0,1.0,1.0,0.85,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",261200
883,92,11,2628648,2,1,Side,Dry,Rain,Hatchback,Comprehensive,1,1,44,Worn,1.3,1.0,1.25,0.85,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",693300
681,30,8,573146,3,0,Rear-end,Dry,Clear,Sedan,Third-party,0,1,49,Good,1.0,1.0,1.0,1.0,1.0,Moderate,"Bumper, Door Panel",87900
178,100,5,2353607,3,1,Side,Dry,Clear,Truck,Third-party,1,0,40,Worn,1.3,1.0,1.0,1.5,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",987300
396,118,6,1935288,2,1,Side,Dry,Rain,Sedan,None,0,1,40,Worn,1.3,1.0,1.25,1.0,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",885800
912,136,15,1048736,3,1,Rear-end,Wet,Clear,Hatchback,Comprehensive,1,4,53,Worn,1.0,1.3,1.0,0.85,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",649700
794,139,9,2579176,5,1,Head-on,Dry,Clear,Hatchback,Third-party,1,2,62,Good,1.8,1.0,1.0,0.85,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",957200
961,24,9,735477,2,0,Side,Wet,Fog,Two-wheeler,Third-party,1,0,28,Worn,1.3,1.3,1.15,0.6,1.15,Minor,Bumper,129200
685,125,20,1464795,2,1,Pole,Gravel,Clear,Sedan,Third-party,0,4,34,Bald,1.5,1.2,1.0,1.0,1.35,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1320700
384,50,13,2019014,2,1,Rear-end,Dry,Clear,Truck,Third-party,1,1,32,Good,1.0,1.0,1.0,1.5,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",458500
957,51,10,1150350,4,1,Side,Dry,Rain,SUV,None,1,1,35,Bald,1.3,1.0,1.25,1.3,1.35,Moderate,"Bumper, Door Panel, Headlights/Taillights",658000
752,121,12,1856396,5,1,Side,Dry,Clear,Two-wheeler,Third-party,0,1,49,Good,1.3,1.0,1.0,0.6,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",396300
258,22,12,1929311,3,0,Head-on,Dry,Clear,SUV,None,1,2,33,Good,1.8,1.0,1.0,1.3,1.0,Minor,Bumper,500500
539,57,17,2819507,2,1,Rear-end,Dry,Clear,SUV,Comprehensive,1,1,52,Worn,1.0,1.0,1.0,1.3,1.15,Moderate,"Bumper, Door Panel, Headlights/Taillights, Radiator",573000
336,130,18,590998,4,1,Head-on,Dry,Rain,Sedan,Third-party,1,4,49,Good,1.8,1.0,1.25,1.0,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1040700
16,6,0,551537,4,0,Rear-end,Wet,Fog,Sedan,Third-party,1,2,19,Good,1.0,1.3,1.15,1.0,1.0,Minor,Minor scratches,111300
325,94,11,2804594,2,1,Side,Wet,Fog,Sedan,Comprehensive,1,2,28,Good,1.3,1.3,1.15,1.0,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",895000
759,64,3,2197832,4,1,Rollover,Dry,Clear,Sedan,Third-party,0,4,19,Worn,2.2,1.0,1.0,1.0,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",869700
223,37,10,1141965,3,0,Rear-end,Gravel,Clear,SUV,None,1,4,39,Worn,1.0,1.2,1.0,1.3,1.15,Moderate,"Bumper, Door Panel",306600
180,132,13,1981076,4,1,Side,Dry,Rain,Sedan,Third-party,0,0,63,Worn,1.3,1.0,1.25,1.0,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1043800
984,102,2,862060,1,1,Rear-end,Gravel,Clear,SUV,Third-party,0,3,27,Good,1.0,1.2,1.0,1.3,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",527300
23,93,7,2221277,1,1,Rear-end,Gravel,Fog,Sedan,Third-party,1,1,36,Bald,1.0,1.2,1.15,1.0,1.35,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",772800
357,27,11,941147,4,0,Side,Gravel,Fog,Truck,Comprehensive,1,1,30,Good,1.3,1.2,1.15,1.5,1.0,Minor,"Bumper, Door Panel",373800
667,29,0,2117189,3,0,Rollover,Dry,Clear,SUV,Third-party,1,0,31,Good,2.2,1.0,1.0,1.3,1.0,Minor,"Bumper, Door Panel",555300
862,61,9,524605,1,1,Rear-end,Dry,Rain,Sedan,Comprehensive,1,3,20,Bald,1.0,1.0,1.25,1.0,1.35,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",353800
341,133,3,481360,1,1,Side,Gravel,Rain,Sedan,Third-party,1,3,25,Good,1.3,1.2,1.25,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",852800
432,57,19,1756081,3,1,Rollover,Dry,Clear,SUV,Third-party,0,4,58,Worn,2.2,1.0,1.0,1.3,1.15,Moderate,"Bumper, Door Panel, Headlights/Taillights, Radiator",1047100
552,76,1,2168388,2,1,Side,Wet,Clear,Hatchback,Comprehensive,1,0,70,Worn,1.3,1.3,1.0,0.85,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",512700
834,94,20,1080926,5,1,Rear-end,Dry,Clear,SUV,Third-party,1,4,67,Worn,1.0,1.0,1.0,1.3,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",529200
204,79,8,1179903,5,1,Head-on,Dry,Rain,Sedan,None,1,1,28,Worn,1.8,1.0,1.25,1.0,1.15,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",767100
631,65,6,1604766,4,1,Rear-end,Gravel,Clear,Sedan,None,1,0,35,Good,1.0,1.2,1.0,1.0,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",321100
94,66,16,2907411,1,1,Rear-end,Gravel,Fog,Sedan,Third-party,1,3,53,Good,1.0,1.2,1.15,1.0,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",577000
